Date,btc_price,open,high,low,volume,spx_price,xau_price,vix_price,dxy_price,btc_logret,spx_logret,xau_logret,vix_logret,dxy_logret,spx_logret_lag1,spx_logret_lag3,spx_logret_lag7,xau_logret_lag1,xau_logret_lag3,xau_logret_lag7,vix_logret_lag1,vix_logret_lag3,vix_logret_lag7,dxy_logret_lag1,dxy_logret_lag3,dxy_logret_lag7,btc_ma50,btc_ma200
2015-07-20,277.7,273.2,278.9,271.8,46600.0,2128.3,1096.95,12.25,98.03,0.01633726661611882,0.0007990787517724582,-0.03330578343621483,0.024794658613216274,0.0017356684126572162,0.0,0.0010821238911476662,0.011014909508791216,0.0,-0.00969624795354495,-0.005133605306809501,0.0,-0.013300279187481253,-0.19127416806606845,0.0,0.0019434364015917369,0.008605994325201585,252.78199999999998,246.49900000000002
2015-07-21,275.1,277.7,281.0,274.2,49050.0,2119.2,1101.41,12.22,97.33,-0.009406726382224926,-0.0042848800108983565,0.004057575755644239,-0.002451983247286645,-0.007166287835232593,0.0007990787517724582,0.0,0.004419634139574054,-0.03330578343621483,0.0,-0.0021352659688600385,0.024794658613216274,0.0,-0.03887544902279434,0.0017356684126572162,0.0,-0.0022739027885782304,253.822,246.29850000000002
2015-07-22,276.5,275.1,277.4,273.1,41970.0,2114.2,1093.45,12.12,97.6,0.005076153031860568,-0.0023621686232972654,-0.00725334180638197,-0.008216973102280934,0.002770226980644536,-0.0042848800108983565,0.0,-0.0007115243522914796,0.004057575755644239,0.0,-0.005101564956070426,-0.002451983247286645,0.0,-0.010526412986987392,-0.007166287835232593,0.0,0.00546928766484287,254.838,246.2455
2015-07-23,275.5,276.5,277.9,274.5,35660.0,2102.2,1090.8,12.64,97.11,-0.0036231923694202838,-0.005692074945308612,-0.002426463362898758,0.04200940807754315,-0.005033136812784121,-0.0023621686232972654,0.0007990787517724582,0.007987376160410767,-0.00725334180638197,-0.03330578343621483,-0.0039219154331805025,-0.008216973102280934,0.024794658613216274,-0.08845542056186355,0.002770226980644536,0.0017356684126572162,0.005132427608038104,255.83599999999998,246.2995
2015-07-24,288.4,275.5,289.8,274.3,74360.0,2079.7,1099.1,13.74,97.24,0.04576077681782483,-0.010760762865378706,0.007580291103421197,0.08344489807549194,0.0013377928416599535,-0.005692074945308612,-0.0042848800108983565,0.0010821238911476662,-0.002426463362898758,0.004057575755644239,-0.00969624795354495,0.04200940807754315,-0.002451983247286645,-0.013300279187481253,-0.005033136812784121,-0.007166287835232593,0.0019434364015917369,257.12,246.3675
2015-07-25,288.7,288.4,291.2,284.7,41650.0,2079.7,1099.1,13.74,97.24,0.0010396812580955098,0.0,0.0,0.0,0.0,-0.010760762865378706,-0.0023621686232972654,0.0,0.007580291103421197,-0.00725334180638197,0.0,0.08344489807549194,-0.008216973102280934,0.0,0.0013377928416599535,0.002770226980644536,0.0,258.388,246.39950000000002
2015-07-26,291.8,288.7,293.3,286.8,30990.0,2079.7,1099.1,13.74,97.24,0.010680549419795998,0.0,0.0,0.0,0.0,0.0,-0.005692074945308612,0.0,0.0,-0.002426463362898758,0.0,0.0,0.04200940807754315,0.0,0.0,-0.005033136812784121,0.0,259.73,246.40200000000002
2015-07-27,293.0,291.8,295.8,285.4,69710.0,2067.6,1094.42,15.6,96.5,0.004103972928382017,-0.005835138201990923,-0.004267120519750477,0.12695962746128805,-0.007639141102982271,0.0,-0.010760762865378706,0.0007990787517724582,0.0,0.007580291103421197,-0.03330578343621483,0.0,0.08344489807549194,0.024794658613216274,0.0,0.0013377928416599535,0.0017356684126572162,261.12,246.45350000000002
2015-07-28,293.7,293.0,296.7,291.7,49070.0,2093.2,1095.35,13.44,96.77,0.002386229187506964,0.01230548117616841,0.000849404326404289,-0.14903557916048796,0.0027940205479108386,-0.005835138201990923,0.0,-0.0042848800108983565,-0.004267120519750477,0.0,0.004057575755644239,0.12695962746128805,0.0,-0.002451983247286645,-0.007639141102982271,0.0,-0.007166287835232593,262.422,246.482
2015-07-29,288.4,293.7,294.7,286.9,50670.0,2108.6,1096.69,12.5,96.98,-0.018210432793780405,0.0073302246447964755,0.0012226055792006589,-0.07250669078674801,0.00216774278435509,0.01230548117616841,0.0,-0.0023621686232972654,0.000849404326404289,0.0,-0.00725334180638197,-0.14903557916048796,0.0,-0.008216973102280934,0.0027940205479108386,0.0,0.002770226980644536,263.598,246.55700000000002
